region,site_id,Station,SamplingDate,SamplingMonth,ProbeDepth,SamplingYear,Time,Latitude,Longitude,Sensor Present,DissolvedOxygen,%DO,SpecificConductivity,Salinity,Temperature,FieldInstrument,HydrologySample?,TurbiditySample?,Turbidity_rep1,Turbidity_rep2,Turbidity_rep3,Turbidity_rep4,Turbidity_mean,TurbidityInstrument,Notes
jn,jncci,near,4/2/21,April,1,2021,11:45:00 AM,58.68468333,-134.9468833,y,10.49,,27846,29.8,3.4,YSI 2030,n,n,,,,,,,
jn,jncci,near,4/30/21,May,1,2021,11:45:00 AM,58.68468333,-134.9468833,y,13.21,,29927,31.1,4.8,YSI 2030,n,n,,,,,,,
jn,jncci,near,4/30/21,May,5,2021,11:30:00 AM,58.68468333,-134.9468833,y,12.84,,29929,31.1,4.9,YSI 2030,n,n,,,,,,,
jn,jncci,near,5/25/21,June,1,2021,10:01:00 AM,58.68468333,-134.9468833,y,13.35,,29910,27.5,9,YSI 2030,n,y,1.13,0.97,1.86,,1.32,,
jn,jncci,near,5/25/21,June,5,2021,9:36:00 AM,58.68468333,-134.9468833,y,13.16,,29854,27.4,9.1,YSI 2030,n,n,,,,,,,
jn,jncci,near,6/26/21,July,1,2021,10:45:00 AM,58.68468333,-134.9468833,y,10.3,,15052,11.9,12.6,YSI 2030,n,y,6.7,6.36,7.03,,6.696666667,,
jn,jncci,near,6/26/21,July,5,2021,10:30:00 AM,58.68468333,-134.9468833,y,10.89,,12512.5,9.4,13.2,YSI 2030,n,n,,,,,,,
jn,jncci,near,7/28/21,August,1,2021,,58.68468333,-134.9468833,y,11.18,,12558,9.2,14.3,YSI 2030,n,y,3.97,4.03,3.29,,3.763333333,,
jn,jncci,near,8/25/21,September,1,2021,10:00:00 AM,58.68468333,-134.9468833,y,9.99,,15410,12,12.8,YSI 2030,n,n,,,,,,,
jn,jncci,near,8/25/21,September,5,2021,9:45:00 AM,58.68468333,-134.9468833,y,10.3,,16441,12.9,12.9,YSI 2030,n,n,,,,,,,
jn,jncci,100m,10/5/21,October,1,2021,3:30:00 PM,58.684812,-134.940885,n,10.24,,28419,26.1,8.8,YSI 2030,n,y,0.78,0.98,0.77,,0.843333333,,
jn,jncci,100m,10/5/21,October,5,2021,3:30:00 PM,58.684812,-134.940885,n,9.01,,29636,27.4,8.9,YSI 2030,n,n,,,,,,,
jn,jncci,50m,10/5/21,October,1,2021,3:30:00 PM,58 41.087,-134 56.363,n,8.42,,29201,26.9,8.8,YSI 2030,n,y,0.83,0.92,0.87,,0.873333333,,
jn,jncci,50m,10/5/21,October,5,2021,3:30:00 PM,58 41.087,-134 56.363,n,8.42,,299951,27.7,8.8,YSI 2030,n,n,,,,,,,
jn,jncci,near,10/5/21,October,0.5,2021,3:30:00 PM,58 41.051,-134 56.331,y,8.79,,29788,27.5,8.9,YSI 2030,n,y,1.09,0.7,0.6,0.73,0.78,,
jn,jncci,100m,4/22/22,April,1,2022,,58.685183,-134.939567,n,11.06,,30360,31,5.4,YSI 2030,n,y,1.45,1.28,0.96,,1.23,Hach 2100Q Turbidimeter,
jn,jncci,100m,4/22/22,April,5,2022,,58.685183,-134.939567,n,11.37,,30225,31.2,4.9,YSI 2030,n,n,,,,,,,
jn,jncci,50m,4/22/22,April,1,2022,,58.68465,-134.939367,n,11.3,,30163,31,5.4,YSI 2030,n,y,1.1,1.15,1.39,,1.213333333,Hach 2100Q Turbidimeter,
jn,jncci,50m,4/22/22,April,5,2022,,58.68465,-134.939367,n,,,,,,YSI 2030,n,n,,,,,,,
jn,jncci,near,4/22/22,April,1,2022,,58.6842,-134.938883,y,11.59,,30460,31.2,5.4,YSI 2030,n,y,1.24,1.25,1.31,,1.266666667,Hach 2100Q Turbidimeter,
jn,jncci,100m,5/20/22,May,1,2022,12:38:00 PM,58.685817,-134.9397,n,13.65,,31520,29.8,8.2,YSI 2030,n,y,1.43,1.42,1.58,,1.476666667,Hach 2100Q Turbidimeter,
jn,jncci,100m,5/20/22,May,5,2022,12:39:00 PM,58.685833,-134.939583,n,14.08,,31538,29.9,8.1,YSI 2030,n,n,,,,,,,
jn,jncci,50m,5/20/22,May,1,2022,12:35:00 PM,58.685083,-134.93945,n,15.54,,31480,29.8,8.2,YSI 2030,n,y,1.53,1.44,1.46,,1.476666667,Hach 2100Q Turbidimeter,
jn,jncci,50m,5/20/22,May,5,2022,12:36:00 PM,58.6851,-134.939433,n,14.23,,31502,29.9,8.1,YSI 2030,n,n,,,,,,,
jn,jncci,near,5/20/22,May,1,2022,12:00:00 PM,58.684217,-132.9389,y,14.27,,31591,29.2,9.2,YSI 2030,n,y,1.42,1.75,1.66,,1.61,Hach 2100Q Turbidimeter,
jn,jncci,100m,6/16/22,June,1,2022,11:08:00 AM,58.685233,-134.938233,n,10.07,,28333,24.5,11.1,YSI 2030,n,y,3.68,4.2,3.1,,3.66,Hach 2100Q Turbidimeter,
jn,jncci,100m,6/16/22,June,5,2022,11:09:00 AM,58.685233,-134.938233,n,10.36,,27789,18.8,11,YSI 2030,n,n,,,,,,,
jn,jncci,50m,6/16/22,June,1,2022,11:04:00 AM,58.684717,-134.9385,n,10.41,,28603,24.7,11.1,YSI 2030,n,y,3.15,4.06,5.23,,4.146666667,Hach 2100Q Turbidimeter,
jn,jncci,50m,6/16/22,June,5,2022,11:05:00 AM,58.684717,-134.9385,n,10.61,,22258,18.6,11.1,YSI 2030,n,n,,,,,,,
jn,jncci,near,6/16/22,June,0.25,2022,10:25:00 AM,58.6842,-134.9389,y,9.95,,23590,19.2,12.5,YSI 2030,n,y,17.7,4.04,21.7,,14.48,Hach 2100Q Turbidimeter,
jn,jncci,100m,7/19/22,July,1,2022,11:56:00 AM,58.68565,-134.939067,n,9.4,,20133,16.3,12.4,YSI 2030,n,y,12.1,7.95,8.49,,9.513333333,Hach 2100Q Turbidimeter,
jn,jncci,100m,7/19/22,July,2.6,2022,12:00:00 AM,58.68565,-134.939067,n,9.7,,21430,17.3,12.6,YSI 2030,n,n,,,,,,,
jn,jncci,50m,7/19/22,July,1,2022,11:51:00 AM,58.68505,-134.939267,n,9.76,,20030,16.1,12.4,YSI 2030,n,y,7.32,7.19,6.36,,6.956666667,Hach 2100Q Turbidimeter,
jn,jncci,50m,7/19/22,July,2.6,2022,11:52:00 AM,58.68505,-134.939267,n,9.85,,21601,17.3,12.8,YSI 2030,n,n,,,,,,,
jn,jncci,near,7/19/22,July,2,2022,11:40:00 AM,58.684233,-134.938967,y,10.13,,25890,16.7,13,YSI 2030,n,y,7.89,6.78,6.31,,6.993333333,Hach 2100Q Turbidimeter,
jn,jncci,100m,8/12/22,August,1,2022,9:41:00 AM,58.685783,-134.94075,n,9.9,,13269,10.3,12.2,YSI 2030,n,y,7.7,8.43,6.34,,7.49,Hach 2100Q Turbidimeter,
jn,jncci,100m,8/12/22,August,2.5,2022,9:42:00 AM,58.685783,-134.94075,n,9.71,,16930,13.3,12.5,YSI 2030,n,n,,,,,,,
jn,jncci,50m,8/12/22,August,1,2022,9:37:00 AM,58.684883,-134.9398,n,10.8,,15340,12.1,12.2,YSI 2030,n,y,9.21,13.9,10.9,,11.33666667,Hach 2100Q Turbidimeter,
jn,jncci,50m,8/12/22,August,1.5,2022,9:38:00 AM,58.684883,-134.9398,n,10.17,,15566,12.3,12.2,YSI 2030,n,n,,,,,,,
jn,jncci,near,8/12/22,August,0.5,2022,9:20:00 AM,58.6843,-134.9388,y,10.16,,12420,9.7,12.3,YSI 2030,n,y,13.8,16,12.9,,14.23333333,Hach 2100Q Turbidimeter,
jn,jncci,100m,9/13/22,September,1,2022,10:30:00 AM,58.685583,-134.93745,n,9.9,,19155,15.7,11.3,YSI 2030,n,y,5.23,8.24,5.53,,6.333333333,Hach 2100Q Turbidimeter,
jn,jncci,100m,9/13/22,September,5,2022,10:35:00 AM,58.685583,-134.93745,n,12.2,,19552,16,11.3,YSI 2030,n,n,,,,,,,
jn,jncci,50m,9/13/22,September,1,2022,10:18:00 AM,58.684967,-134.937433,n,9.77,,20560,17.1,11.5,YSI 2030,n,y,5.37,5.46,6.07,,5.633333333,Hach 2100Q Turbidimeter,
jn,jncci,50m,9/13/22,September,5,2022,10:23:00 AM,58.684967,-134.937433,n,9.7,,20610,18.2,11.5,YSI 2030,n,n,,,,,,,
jn,jncci,near,9/13/22,September,1.5,2022,10:10:00 AM,58.684283,-134.938783,y,9.82,,20933,17.4,11.6,YSI 2030,n,y,7.62,8.04,6.78,,7.48,Hach 2100Q Turbidimeter,
jn,jneri,near,3/30/21,April,1,2021,10:30:00 AM,58.53661667,-134.8506333,y,11.1,,29092,31.3,3.6,YSI 2030,n,y,0.93,0.68,0.55,,0.72,Hach 2100P Turbidimeter,
jn,jneri,near,5/1/21,May,1,2021,11:30:00 AM,58.53661667,-134.8506333,y,14.05,,29807,29.8,6.1,YSI 2030,n,y,2.26,2.01,1.94,,2.07,Hach 2100P Turbidimeter,
jn,jneri,near,5/1/21,May,5,2021,11:15:00 AM,58.53661667,-134.8506333,y,13.76,,29861,29.7,6.2,YSI 2030,n,n,,,,,,,
jn,jneri,near,5/26/21,June,1,2021,9:15:00 AM,58.53661667,-134.8506333,y,13.45,,28533,25.9,9.4,YSI 2030,n,y,3.1,2.59,2.52,,2.736666667,Hach 2100P Turbidimeter,
jn,jneri,near,5/26/21,June,5,2021,8:45:00 AM,58.53661667,-134.8506333,y,12.62,,28378,25.7,9.4,YSI 2030,n,n,,,,,,,
jn,jneri,near,6/27/21,July,1,2021,11:00:00 AM,58.53661667,-134.8506333,y,12.51,,20735,17.1,11.7,YSI 2030,n,n,,,,,,,
jn,jneri,near,6/27/21,July,5,2021,10:47:00 AM,58.53661667,-134.8506333,y,12.36,,20550,16.9,11.6,YSI 2030,n,n,,,,,,,
jn,jneri,near,7/25/21,August,1,2021,9:25:00 AM,58.53661667,-134.8506333,y,11.54,,20340,16.4,12.4,YSI 2030,n,y,1.77,1.66,1.96,,1.796666667,Hach 2100P Turbidimeter,
jn,jneri,near,8/21/21,September,1,2021,10:00:00 AM,58.53661667,-134.8506333,y,11.3,,20508,16.7,12.1,YSI 2030,n,y,3.62,3.55,3.68,,3.616666667,Hach 2100P Turbidimeter,
jn,jneri,near,8/21/21,September,5,2021,9:30:00 AM,58.53661667,-134.8506333,y,10.09,,19912,16.3,11.9,YSI 2030,n,n,,,,,,,
jn,jneri,100m,10/5/21,October,1,2021,11:15:00 AM,58 32.298,-134 51.170,n,8.5,,28783,27.1,8.1,YSI 2030,n,y,1.42,0.86,1.5,1.15,1.2325,Hach 2100P Turbidimeter,
jn,jneri,100m,10/5/21,October,5,2021,11:15:00 AM,58 32.298,-134 51.170,n,8.39,,28994,27.3,8.1,YSI 2030,n,n,,,,,,,
jn,jneri,50m,10/5/21,October,5,2021,11:15:00 AM,58 32.255,-134 51.069,n,8.68,,28756,27,8.1,YSI 2030,n,y,1.01,1.59,0.81,0.59,1,Hach 2100P Turbidimeter,
jn,jneri,50m,10/5/21,October,5,2021,11:15:00 AM,58 32.255,-134 51.069,n,8.84,,28999,27.3,8.1,YSI 2030,n,n,,,,,,,
jn,jneri,near,10/5/21,October,1,2021,11:15:00 AM,58 32.246,-134 51.005,y,8.32,,28976,27.3,8.1,YSI 2030,n,y,0.87,0.94,0.83,,0.88,Hach 2100P Turbidimeter,
jn,jneri,100m,4/21/22,April,1,2022,11:42:00 AM,58 32.298,-134 51.170,n,8.85,,29828,31.5,4.3,YSI 2030,n,y,0.82,0.99,0.61,,0.806666667,Hach 2100Q Turbidimeter,
jn,jneri,100m,4/21/22,April,5,2022,11:43:00 AM,58 32.298,-134 51.170,n,8.77,,29795,31.6,4.2,YSI 2030,n,n,,,,,,,
jn,jneri,50m,4/21/22,April,1,2022,11:38:00 AM,58 32.255,-134 51.069,n,9.85,,29920,31.6,4.3,YSI 2030,n,y,0.93,0.67,0.41,,0.67,Hach 2100Q Turbidimeter,
jn,jneri,50m,4/21/22,April,5,2022,11:39:00 AM,58 32.255,-134 51.069,n,9.01,,29808,31.6,4.2,YSI 2030,n,n,,,,,,,
jn,jneri,near,4/21/22,April,1,2022,11:19:00 AM,58.53661667,-134.8506333,y,8.54,,29852,31.6,4.2,YSI 2030,n,y,2.23,1.18,1.32,,1.576666667,Hach 2100Q Turbidimeter,
jn,jneri,100m,5/17/22,May,1,2022,,58.53735,-134.853267,n,13.4,,30358,29.1,7.6,YSI 2030,n,y,0.84,1.42,0.91,0.98,1.0375,Hach 2100Q Turbidimeter,
jn,jneri,100m,5/17/22,May,5,2022,,58.53735,-134.853267,n,13.3,,30326,29.2,7.5,YSI 2030,n,n,,,,,,,
jn,jneri,50m,5/17/22,May,1,2022,,58.537333,-134.850683,n,14.63,,30337,28.9,7.9,YSI 2030,n,y,0.68,0.72,0.87,,0.756666667,Hach 2100Q Turbidimeter,
jn,jneri,50m,5/17/22,May,5,2022,,58.537333,-134.850683,n,14.38,,30304,25.3,7.6,YSI 2030,n,n,,,,,,,
jn,jneri,near,5/17/22,May,1,2022,11:06:00 AM,58.537517,-134.8501,y,13.44,,30326,29,7.8,YSI 2030,n,y,0.69,0.74,0.82,,0.75,Hach 2100Q Turbidimeter,
jn,jneri,100m,6/14/22,June,1,2022,8:58:00 AM,58.537967,-134.852333,n,10.15,,23398,20.6,10,YSI 2030,n,y,3.01,4.87,3.97,,3.95,Hach 2100Q Turbidimeter,
jn,jneri,100m,6/14/22,June,5,2022,8:59:00 AM,58.537967,-134.852333,n,10.29,,24772,21.8,10,YSI 2030,n,n,,,,,,,
jn,jneri,50m,6/14/22,June,1,2022,8:51:00 AM,58.537767,-134.8513,n,10.37,,24199,21.2,10,YSI 2030,n,y,3.98,3.04,3.54,,3.52,Hach 2100Q Turbidimeter,
jn,jneri,50m,6/14/22,June,5,2022,8:57:00 AM,58.537767,-134.8513,n,10.24,,24662,21.6,10,YSI 2030,n,n,,,,,,,
jn,jneri,near,6/14/22,June,0.25,2022,8:25:00 AM,58.537467,-134.84985,y,9.52,,23640,20.4,10.6,YSI 2030,n,y,21.2,29.2,32.9,,27.76666667,Hach 2100Q Turbidimeter,
jn,jneri,100m,7/15/22,July,1,2022,8:45:00 AM,58.537767,-134.85175,n,9.65,,21568,17.2,13.3,YSI 2030,n,y,4.85,5.72,6.4,,5.656666667,Hach 2100Q Turbidimeter,
jn,jneri,100m,7/15/22,July,5,2022,8:45:00 AM,58.537767,-134.85175,n,9.9,,23359,10.7,13.3,YSI 2030,n,n,,,,,,,
jn,jneri,50m,7/15/22,July,1,2022,8:40:00 AM,58.5376,-134.851367,n,9.74,,21373,17.3,13.2,YSI 2030,n,y,4.31,2.4,4.15,,3.62,Hach 2100Q Turbidimeter,
jn,jneri,50m,7/15/22,July,5,2022,8:40:00 AM,58.5376,-134.851367,n,,,,,,YSI 2030,n,n,,,,,,,
jn,jneri,near,7/15/22,July,0.25,2022,8:35:00 AM,58.537467,-134.84985,y,9.52,,20378,16.2,13,YSI 2030,n,y,4.3,9.59,6.19,,6.693333333,Hach 2100Q Turbidimeter,
jn,jneri,100m,8/13/22,August,1,2022,9:42:00 AM,58.5378,-134.85215,n,10.2,,16969,13.5,12.4,YSI 2030,n,y,4.38,3.89,4.79,,4.353333333,Hach 2100Q Turbidimeter,
jn,jneri,100m,8/13/22,August,5,2022,9:44:00 AM,58.5378,-134.85215,n,9.99,,21438,17.4,12.2,YSI 2030,n,n,,,,,,,
jn,jneri,50m,8/13/22,August,1,2022,9:39:00 AM,58.5378,-134.851017,n,10.76,,16846,13.6,11.6,YSI 2030,n,y,7.67,7,8.27,,7.646666667,Hach 2100Q Turbidimeter,
jn,jneri,50m,8/13/22,August,2,2022,9:40:00 AM,58.5378,-134.851017,n,10.41,,17662,14.3,11.8,YSI 2030,n,n,,,,,,,
jn,jneri,near,8/13/22,August,0.25,2022,10:05:00 AM,58.537467,-134.866517,y,10.9,,16673,13.3,12.1,YSI 2030,n,y,10.7,10.7,10.4,,10.6,Hach 2100Q Turbidimeter,
jn,jneri,100m,9/11/22,September,1,2022,10:14:00 AM,58.53795,-134.852783,n,10.32,,22693,19.2,11.2,YSI 2030,n,y,4.75,3.17,4.82,,4.246666667,Hach 2100Q Turbidimeter,
jn,jneri,100m,9/11/22,September,5,2022,10:14:00 AM,58.53795,-134.852783,n,10.13,,23337,19.7,11.3,YSI 2030,n,n,,,,,,,
jn,jneri,50m,9/11/22,September,1,2022,10:09:00 AM,58.5378,-134.851567,n,11.09,,23973,19.4,11.2,YSI 2030,n,y,6.3,5.9,4.99,,5.73,Hach 2100Q Turbidimeter,
jn,jneri,50m,9/11/22,September,5,2022,10:09:00 AM,58.5378,-134.851567,n,11.14,,23039,19.4,11.4,YSI 2030,n,n,,,,,,,
jn,jneri,near,9/11/22,September,0.25,2022,9:55:00 AM,58.53745,-134.84985,y,10.42,,22908,19.3,11.3,YSI 2030,n,y,6.87,6.52,7.65,,7.013333333,Hach 2100Q Turbidimeter,
jn,jnmri,near,3/29/21,April,1,2021,10:15:00 AM,58.32916667,-134.6084333,y,10.36,,28417,30.8,3.5,YSI 2030,n,y,6.98,6.38,7.56,,6.973333333,Hach 2100P Turbidimeter,
jn,jnmri,near,4/27/21,May,1,2021,7:00:00 AM,58.32916667,-134.6084333,y,12.34,,29000,28.7,6.4,YSI 2030,n,y,13.1,12.1,10.6,,11.93333333,Hach 2100P Turbidimeter,
jn,jnmri,near,4/27/21,May,5,2021,6:45:00 AM,58.32916667,-134.6084333,y,13.67,,27982,28.3,6.5,YSI 2030,n,n,,,,,,,
jn,jnmri,near,5/24/21,June,1,2021,6:05:00 AM,58.32916667,-134.6084333,y,10.9,,20618,18.9,7.9,YSI 2030,n,y,2.78,2.5,2.28,,2.52,Hach 2100P Turbidimeter,
jn,jnmri,near,5/24/21,June,5,2021,6:45:00 AM,58.32916667,-134.6084333,y,12.43,,21858,19.9,8.4,YSI 2030,n,n,,,,,,,
jn,jnmri,near,6/25/21,July,1,2021,10:15:00 AM,58.32916667,-134.6084333,y,11.2,,9580,8.2,10.4,YSI 2030,n,y,16.7,16.2,15.3,,16.06666667,Hach 2100P Turbidimeter,
jn,jnmri,near,6/25/21,July,5,2021,10:00:00 AM,58.32916667,-134.6084333,y,11.1,,9327,7.8,10.2,YSI 2030,n,n,,,,,,,
jn,jnmri,near,7/26/21,August,1,2021,10:59:00 AM,58.32916667,-134.6084333,y,10.26,,14792.5,11.6,12.9,YSI 2030,n,y,5.95,2.41,3.58,,3.98,Hach 2100P Turbidimeter,
jn,jnmri,near,8/24/21,September,1,2021,10:15:00 AM,58.32916667,-134.6084333,y,10.48,,17753,12.2,12.4,YSI 2030,n,n,,,,,,,
jn,jnmri,near,8/24/21,September,5,2021,9:45:00 AM,58.32916667,-134.6084333,y,10.5,,17534,14,12.2,YSI 2030,n,n,,,,,,,
jn,jnmri,100m,10/4/21,October,1,2021,10:15:00 AM,58 19.881,-134 36.779,n,8.96,,26130,24.5,7.8,YSI 2030,n,y,1.5,1.15,1.03,,1.226666667,Hach 2100P Turbidimeter,
jn,jnmri,100m,10/4/21,October,5,2021,10:15:00 AM,58 19.881,-134 36.779,n,8.69,,27352,25.6,8.1,YSI 2030,n,n,,,,,,,
jn,jnmri,50m,10/4/21,October,5,2021,10:15:00 AM,58 19.899,-134 36.742,n,9.42,,26217,24.6,7.8,YSI 2030,n,y,2.1,1.75,1.79,,1.88,Hach 2100P Turbidimeter,
jn,jnmri,50m,10/4/21,October,5,2021,10:15:00 AM,58 19.899,-134 36.742,n,9.07,,27045,25.3,8.1,YSI 2030,n,n,,,,,,,
jn,jnmri,near,10/4/21,October,0.5,2021,10:15:00 AM,58.33135,-134.6118,y,8.98,,26887,25.2,8,YSI 2030,n,y,2.47,2.83,2.84,,2.713333333,Hach 2100P Turbidimeter,
jn,jnmri,100m,4/18/22,April,1,2022,,58 19.881,-134 36.779,n,11.5,,29335,30.9,4.3,YSI 2030,n,y,2.31,3.36,3.16,,2.943333333,Hach 2100Q Turbidimeter,
jn,jnmri,100m,4/18/22,April,5,2022,,58 19.881,-134 36.779,n,9.09,,29306,31.2,4,YSI 2030,n,n,,,,,,,
jn,jnmri,50m,4/18/22,April,1,2022,,58 19.899,-134 36.742,n,10.67,,29356,30.9,4.3,YSI 2030,n,y,3.44,2.53,1.68,,2.55,Hach 2100Q Turbidimeter,
jn,jnmri,50m,4/18/22,April,5,2022,,58 19.899,-134 36.742,n,8.96,,29324,31.2,4,YSI 2030,n,n,,,,,,,
jn,jnmri,near,4/18/22,April,1,2022,,58.32916667,-134.6084333,y,11.02,,29359,30.9,4.3,YSI 2030,n,y,3.49,2.14,1.37,,2.333333333,Hach 2100Q Turbidimeter,
jn,jnmri,100m,5/19/22,May,1,2022,11:41:00 AM,58.3308,-134.612867,n,17.04,,28777,26.5,8.7,YSI 2030,n,y,2.74,2.67,,,2.705,Hach 2100Q Turbidimeter,
jn,jnmri,100m,5/19/22,May,5,2022,10:04:00 AM,58.3308,-134.612683,n,13.73,,30315,29.6,7,YSI 2030,n,n,,,,,,,
jn,jnmri,50m,5/19/22,May,1,2022,11:35:00 AM,58.330567,-134.6117,n,12.38,,28626,26.1,8.8,YSI 2030,n,y,3.14,4.13,3.03,,3.433333333,Hach 2100Q Turbidimeter,
jn,jnmri,50m,5/19/22,May,5,2022,11:37:00 AM,58.33065,-134.6121,n,12.48,,30337,29.7,6.8,YSI 2030,n,n,,,,,,,
jn,jnmri,near,5/19/22,May,0.5,2022,11:30:00 AM,58.331317,-134.6116,y,11.37,,25540,22.3,10.2,YSI 2030,n,y,8.01,18.8,9.59,,12.13333333,Hach 2100Q Turbidimeter,
jn,jnmri,100m,6/13/22,June,1,2022,8:00:00 AM,58.3307,-134.61345,n,12.13,,18899,15.7,11,YSI 2030,n,y,4.34,3.8,3.69,,3.943333333,Hach 2100Q Turbidimeter,
jn,jnmri,100m,6/13/22,June,5,2022,8:01:00 AM,58.3307,-134.61345,n,10.43,,28569,25.1,10.6,YSI 2030,n,n,,,,,,,
jn,jnmri,50m,6/13/22,June,1,2022,7:54:00 AM,58.331,-134.6128,n,11.16,,18.223,15.2,10.8,YSI 2030,n,y,3.26,2.89,4.22,,3.456666667,Hach 2100Q Turbidimeter,
jn,jnmri,50m,6/13/22,June,5,2022,7:56:00 AM,58.331,-134.6128,n,9.99,,28562,24.9,10.7,YSI 2030,n,n,,,,,,,
jn,jnmri,near,6/13/22,June,0.5,2022,7:50:00 AM,58.32916667,-134.6084333,y,11.24,,16948,14.2,10.4,YSI 2030,n,y,4.11,3.31,3.98,,3.8,Hach 2100Q Turbidimeter,
jn,jnmri,100m,7/18/22,July,1,2022,1:20:00 AM,58.330833,-134.61385,n,10.07,,21794,17.7,12.5,YSI 2030,n,y,3.53,6.58,8,,6.036666667,Hach 2100Q Turbidimeter,
jn,jnmri,100m,7/18/22,July,5,2022,1:21:00 AM,58.330833,-134.61385,n,10.1,,23875,19.7,12.2,YSI 2030,n,n,,,,,,,
jn,jnmri,50m,7/18/22,July,1,2022,1:12:00 AM,58.331083,-134.613267,n,10.13,,21660,17.4,12.5,YSI 2030,n,y,8.82,6.38,9.79,,8.33,Hach 2100Q Turbidimeter,
jn,jnmri,50m,7/18/22,July,5,2022,1:13:00 AM,58.331083,-134.613267,n,10.21,,23868,19.7,12.2,YSI 2030,n,n,,,,,,,
jn,jnmri,near,7/18/22,July,1,2022,12:48:00 PM,58.33135,-134.611683,y,10.39,,21851,17.7,12.5,YSI 2030,n,y,10.1,9.64,9.59,,9.776666667,Hach 2100Q Turbidimeter,
jn,jnmri,100m,8/14/22,August,1,2022,11:07:00 AM,58.33015,-134.614633,n,11.09,,18569,14.8,12.5,YSI 2030,n,y,3.66,4.49,4.74,,4.296666667,Hach 2100Q Turbidimeter,
jn,jnmri,100m,8/14/22,August,5,2022,11:10:00 AM,58.33015,-134.614633,n,12.41,,21244,17.8,11.7,YSI 2030,n,n,,,,,,,
jn,jnmri,50m,8/14/22,August,1,2022,11:00:00 AM,58.33085,-134.61365,n,10.71,,18766,15,12.6,YSI 2030,n,y,3.35,2.36,3.64,,3.116666667,Hach 2100Q Turbidimeter,
jn,jnmri,50m,8/14/22,August,5,2022,11:03:00 AM,58.33085,-134.61365,n,9.7,,21290,17.5,11.8,YSI 2030,n,n,,,,,,,
jn,jnmri,near,8/14/22,August,0.5,2022,10:50:00 AM,58.331317,-134.6126,y,10.87,,18622,14.8,12.6,YSI 2030,n,y,3.8,3.72,3.86,,3.793333333,Hach 2100Q Turbidimeter,
jn,jnmri,100m,9/10/22,September,1,2022,10:08:00 AM,58.330767,-134.613517,n,10.65,,17270,14.6,10.6,YSI 2030,n,y,21.4,19.4,23.1,,21.3,Hach 2100Q Turbidimeter,
jn,jnmri,100m,9/10/22,September,5,2022,10:10:00 AM,58.330767,-134.613517,n,10.54,,22366,18.8,11.2,YSI 2030,n,n,,,,,,,
jn,jnmri,50m,9/10/22,September,1,2022,10:03:00 AM,58.331133,-134.61285,n,10.52,,17527,14,10.7,YSI 2030,n,y,24.2,23.7,22.7,,23.53333333,Hach 2100Q Turbidimeter,
jn,jnmri,50m,9/10/22,September,5,2022,10:04:00 AM,58.331133,-134.61285,n,10.56,,22285,18.7,11.2,YSI 2030,n,n,,,,,,,
jn,jnmri,near,9/10/22,September,1,2022,9:35:00 AM,58.331417,-134.612867,y,11.6,,17860,14.8,10.7,YSI 2030,n,y,51.4,52.9,46.9,,50.4,Hach 2100Q Turbidimeter,
jn,jnsci,near,3/28/21,April,1,2021,9:15:00 PM,58.2613,-134.3344333,y,10.32,,27823,30.1,3.4,YSI 2030,n,y,2.47,1.44,5.89,0.86,2.665,Hach 2100P Turbidimeter,
jn,jnsci,near,4/29/21,May,1,2021,9:45:00 AM,58.2613,-134.3344333,y,10.4,,16620,15.3,5.6,YSI 2030,n,n,,,,,,,
jn,jnsci,near,4/29/21,May,5,2021,9:30:00 AM,58.2613,-134.3344333,y,13.4,,16093,12.8,5,YSI 2030,n,n,,,,,,,
jn,jnsci,near,5/27/21,June,1,2021,10:45:00 AM,58.2613,-134.3344333,y,12.06,,23095,20.7,9.1,YSI 2030,n,y,2.65,3.36,2.35,,2.786666667,Hach 2100P Turbidimeter,
jn,jnsci,near,5/27/21,June,5,2021,10:15:00 AM,58.2613,-134.3344333,y,12.77,,17683,9.9,7.2,YSI 2030,n,n,,,,,,,
jn,jnsci,near,6/28/21,July,1,2021,11:30:00 AM,58.2613,-134.3344333,y,11.97,,9705,8.4,12,YSI 2030,n,y,4.01,3.32,4.05,,3.793333333,Hach 2100P Turbidimeter,
jn,jnsci,near,6/28/21,July,5,2021,11:15:00 AM,58.2613,-134.3344333,y,12.89,,5522,3.4,10,YSI 2030,n,n,,,,,,,
jn,jnsci,near,7/27/21,August,1,2021,10:00:00 AM,58.2613,-134.3344333,y,11.92,,15969,13,11.1,YSI 2030,n,y,3.71,4.35,3.6,,3.886666667,Hach 2100P Turbidimeter,
jn,jnsci,near,8/23/21,September,1,2021,10:15:00 AM,58.2613,-134.3344333,y,12.3,,17537,14.6,10.8,YSI 2030,n,y,5.66,5.96,5.17,,5.596666667,Hach 2100P Turbidimeter,
jn,jnsci,near,8/23/21,September,5,2021,10:00:00 AM,58.2613,-134.3344333,y,11.51,,17138,14.3,10.8,YSI 2030,n,n,,,,,,,
jn,jnsci,100m,10/4/21,October,1,2021,9:00:00 AM,58 15.272,-134 19.305,n,12.14,,17219,16,6.9,YSI 2030,n,y,1.37,1.23,1.2,,1.266666667,Hach 2100P Turbidimeter,
jn,jnsci,100m,10/4/21,October,5,2021,9:00:00 AM,58 15.272,-134 19.305,n,11.36,,26929,25,8.3,YSI 2030,n,n,,,,,,,
