Step2.tibble_sample_id,Step2.tibble_Hash,Step2.tibble_nReads
kbb922pmbs112,97fa6fdd001f31764e83abb479f6da48,298
lce422s513,97fa6fdd001f31764e83abb479f6da48,253
lcs422s521,97fa6fdd001f31764e83abb479f6da48,3456
lcs422s531,97fa6fdd001f31764e83abb479f6da48,2439
kbg422s541,483b80dab798db3622e1abcbd58932ed,7568
lcc422s121,1387a48174625b64c6a7863c786ab783,839
lce422s321,1387a48174625b64c6a7863c786ab783,6636
kbg922s311,613bd2c603c332f97c15c7cfebf8c949,969
lcc422s113,613bd2c603c332f97c15c7cfebf8c949,6414
kbw422s541,4bc57ff4684d819ad5750637321037e8,7320
lcc422s131,5bb1c47d74203e8d0bcc69dc2fe0c9f8,7319
kbw422s541,70f655d721c6079b34d2c40ce21941a3,7233
lcc422s312,3930fb5d53c5ccfbdf47c1289ea5d77e,2002
lce422s521,3930fb5d53c5ccfbdf47c1289ea5d77e,2350
kbh922s341,78502482cc9b0a21c062c9fec96aa87e,5416
kbt922s332,78502482cc9b0a21c062c9fec96aa87e,744
lcs422s341,78502482cc9b0a21c062c9fec96aa87e,930
kbw422s541,9feac87e5e63ce6c4a053f76f69ceb21,6687
lcm422s331,9feac87e5e63ce6c4a053f76f69ceb21,83
lcm422s341,9feac87e5e63ce6c4a053f76f69ceb21,218
kbh922s331,298fedb7e3baf6cc7108ee44bf2255ad,6984
kbw922s332,63f854c36679fd670bf8320183cb60f3,258
lcc422s511,63f854c36679fd670bf8320183cb60f3,6700
kbh922s341,b4706d94c9c8e11afe8935772684ac03,1594
lcc422s121,b4706d94c9c8e11afe8935772684ac03,416
lce422s321,b4706d94c9c8e11afe8935772684ac03,4921
lcc422s513,347555007042ebc416da02c09f947eed,6926
kbh922s341,7ae25d03e448fef224b83f0956ca3a14,6898
kbj422s541,92aec29adc1c35ab11fe9d0b8caf93cb,3058
kbt422s112,92aec29adc1c35ab11fe9d0b8caf93cb,1505
kbt422s121,92aec29adc1c35ab11fe9d0b8caf93cb,311
lce422s512,92aec29adc1c35ab11fe9d0b8caf93cb,1093
lcs422s341,92aec29adc1c35ab11fe9d0b8caf93cb,890
kbh922s331,82ce40ee4d7d7dffa4cc222949eb8325,6810
kbg922s311,82ad7825072694fde094e7b3dfe46523,615
kbh922s341,82ad7825072694fde094e7b3dfe46523,4447
kbw922s342,82ad7825072694fde094e7b3dfe46523,197
lcm422s341,82ad7825072694fde094e7b3dfe46523,304
kbj922s311,18dc67571255e209ba29d8c38bf773f9,3155
kbt922s311,18dc67571255e209ba29d8c38bf773f9,3526
lce422s111,37cb686b6b3eddef6ccd0e33bc7dc49a,436
lce422s131,37cb686b6b3eddef6ccd0e33bc7dc49a,1044
lce422s311,37cb686b6b3eddef6ccd0e33bc7dc49a,2050
lcc422s312,b7a7e740c63fe0c8f1b4a4c792184711,2569
lce422s521,b7a7e740c63fe0c8f1b4a4c792184711,4011
kbw922s332,f0e59da0b5c0cc3e464b0375f4c853b9,3738
lcc422s513,f0e59da0b5c0cc3e464b0375f4c853b9,141
kbj922s311,0d6e0fe8ec4a3e22bc841bd684eb12b4,4160
kbj922s342,0d6e0fe8ec4a3e22bc841bd684eb12b4,248
kbt922s311,0d6e0fe8ec4a3e22bc841bd684eb12b4,2072
lcc422s131,62dcc1e380177371cddf7c2dbfdfa6c2,6428
lcc422s312,863bbfb54f3d6d41cf66cbce6b3e0bc6,3017
lce422s521,863bbfb54f3d6d41cf66cbce6b3e0bc6,3293
kbb922pmbs121,e068b14d8148f55b2f00369bf6cfdf1e,763
kbg922s311,e068b14d8148f55b2f00369bf6cfdf1e,430
kbw422s511,e068b14d8148f55b2f00369bf6cfdf1e,1721
kbw922s312,e068b14d8148f55b2f00369bf6cfdf1e,188
kbw922s342,e068b14d8148f55b2f00369bf6cfdf1e,709
lcm422s341,e068b14d8148f55b2f00369bf6cfdf1e,204
lcc422s312,160e8077cd2eca4af5d85c08c2ce012e,2999
lce422s521,160e8077cd2eca4af5d85c08c2ce012e,3309
lcc422s311,c9b394c6dffca8cdc3203d0f4f8f4af4,6286
kbh422s511,fba4511573fcf48e820eef5b489638c1,5412
lcs422s541,fba4511573fcf48e820eef5b489638c1,872
kbb922pgbs112,56c5810eeeabe1b9613bca9a94d41e8e,376
kbg922s311,56c5810eeeabe1b9613bca9a94d41e8e,758
kbg922s312,56c5810eeeabe1b9613bca9a94d41e8e,416
kbh922s312,56c5810eeeabe1b9613bca9a94d41e8e,3234
kbw922s312,56c5810eeeabe1b9613bca9a94d41e8e,1140
lce422s111,56c5810eeeabe1b9613bca9a94d41e8e,288
kbw922pcs132,a81797c345b003499af3ae38a5b978b6,6170
lcc422s113,cc9025d751b9f26d7e6bdceaf62ce284,6030
kbh922s311,1bedb1bde212b8f851b5aaad78c53676,5973
lce422s131,a870374e87e680c9135724182a47d40a,5865
kbg922s341,eebf6ddfd97631d21febad9f5d08a9ec,5812
kbb922pmts122,093cbb97253cb6ed3ff426ac2bcaa5cb,73
kbj922s312,093cbb97253cb6ed3ff426ac2bcaa5cb,92
kbj922s332,093cbb97253cb6ed3ff426ac2bcaa5cb,2592
kbj922s341,093cbb97253cb6ed3ff426ac2bcaa5cb,15
kbj922s342,093cbb97253cb6ed3ff426ac2bcaa5cb,512
kbt922s311,093cbb97253cb6ed3ff426ac2bcaa5cb,2133
kbt922s312,093cbb97253cb6ed3ff426ac2bcaa5cb,392
kbg922s311,218fdd1767215b8be07489639589c26b,444
kbw422s312,218fdd1767215b8be07489639589c26b,645
kbw922pns111,218fdd1767215b8be07489639589c26b,174
kbw922s342,218fdd1767215b8be07489639589c26b,406
lcc422s312,218fdd1767215b8be07489639589c26b,1316
lce422s331,218fdd1767215b8be07489639589c26b,346
lce422s521,218fdd1767215b8be07489639589c26b,1695
lcs422s341,218fdd1767215b8be07489639589c26b,528
lcs422s521,218fdd1767215b8be07489639589c26b,190
kbg922s312,bbf5d96c9ced0c22aff1e26a1f187a53,397
kbh922s341,bbf5d96c9ced0c22aff1e26a1f187a53,5335
kbw422s331,d3a8a4b0864998a11438ddabba13310b,5715
kbh922s331,77e930cafe36876eae13c791f5788a19,3020
kbj922s341,77e930cafe36876eae13c791f5788a19,554
kbt922s331,77e930cafe36876eae13c791f5788a19,1356
lcm422s112,77e930cafe36876eae13c791f5788a19,7
lcm422s321,77e930cafe36876eae13c791f5788a19,621
kbh922s322,fb9cd65f41d795cd52c606cf3f9ae41b,1231
kbj922s332,fb9cd65f41d795cd52c606cf3f9ae41b,626
kbw922s312,fb9cd65f41d795cd52c606cf3f9ae41b,210
lce422s312,fb9cd65f41d795cd52c606cf3f9ae41b,25
lcm422s313,fb9cd65f41d795cd52c606cf3f9ae41b,3462
lcs422s512,bb8eef49a5f04568c706b13e431519c2,5518
kbh422s111,6abf6f6b7bb644792d754be52f0f33ad,5517
kbh922s341,ed56844abae8a215fb1aafbe4bb3e3bf,5478
kbh922s312,7cc0742233bf2b9445e3a9fb6d381e0d,260
kbw922s321,7cc0742233bf2b9445e3a9fb6d381e0d,1943
kbw922s342,7cc0742233bf2b9445e3a9fb6d381e0d,3233
kbh922s322,b73a27a7c8f0d178ba6bb58b162a360e,621
kbw422s512,b73a27a7c8f0d178ba6bb58b162a360e,548
lcs422s112,b73a27a7c8f0d178ba6bb58b162a360e,4261
lcs422s311,41f220318ccca7c2c99f235cf4e84d47,5329
kbj422s521,4bbe6f6192f0610ab0c3494d0dd10c6e,5328
lcc422s121,8e9ea14bf943fd945d8ba517fd63368e,627
lce422s321,8e9ea14bf943fd945d8ba517fd63368e,4695
lcs422s321,6306917ae38fe041f7ad884c18cb6bf2,5278
kbg422s531,399b0c450a513b44ed4e490e2f16ca1c,4859
lcm422s313,399b0c450a513b44ed4e490e2f16ca1c,401
kbw922pns111,5d9afadfc22089d525d089f52287d47a,5260
kbw922pms112,c31b444f5fca141c991a31f6cdfedeb7,5205
lce422s112,dda3fd9627d98868264caf4fdf8ea35f,5071
kbw922pms121,e3efc1b4c2e58bfaa6cf6d0a4bbe8275,3989
kbw922s341,e3efc1b4c2e58bfaa6cf6d0a4bbe8275,40
lcs422s113,e3efc1b4c2e58bfaa6cf6d0a4bbe8275,1001
lcc422s513,abf85ada7ff59e9359daf9957160180c,4975
lcs422s112,ff41d691b2452b7440e57cba0e6a9731,4788
kbt422s513,22f5802b311fd9a2ff26290a94b3488b,4787
lcc422s113,89eb77c3b82aad0efcddac5da2323145,3128
lcc422s512,89eb77c3b82aad0efcddac5da2323145,470
lcm422s313,89eb77c3b82aad0efcddac5da2323145,1107
lcs422s331,89eb77c3b82aad0efcddac5da2323145,82
kbb922pmbs122,e3c90b93d1d2c708cb50deea0f803156,559
kbw922s312,e3c90b93d1d2c708cb50deea0f803156,627
kbw922s332,e3c90b93d1d2c708cb50deea0f803156,2665
lcs422s113,e3c90b93d1d2c708cb50deea0f803156,927
kbt922s342,1480a4de79b8a1309eb3a86be4ec1b1b,4747
kbh922s312,eccf1bf588f6bd82e6c0ea71b012c4e5,4677
lce422s312,21b76d2070952e8f60567ccce52c9655,1137
lcc422s513,d9668021d6fc74195417521cb0082135,4591
kbh922s311,af5f2fbecb6152cf62390ebd058bd643,4548
kbh922s311,238a18ebc5c55c833166827de287425d,4529
kbb922pgts111,8e728ddf737ff9d4a6cee4b9d5d8bad5,263
kbb922pgts112,8e728ddf737ff9d4a6cee4b9d5d8bad5,406
kbb922pmts111,8e728ddf737ff9d4a6cee4b9d5d8bad5,541
kbb922pmts122,8e728ddf737ff9d4a6cee4b9d5d8bad5,96
kbb922pnts112,8e728ddf737ff9d4a6cee4b9d5d8bad5,3200
kbh422s521,b23ac4b6510972551acce78b82a6e49d,4505
kbj922s312,9474f96421e9131268e79fd9b1fe4bec,889
kbj922s332,9474f96421e9131268e79fd9b1fe4bec,1215
kbw922s312,9474f96421e9131268e79fd9b1fe4bec,629
lcc422s541,9474f96421e9131268e79fd9b1fe4bec,1754
kbw922s332,f4e6568daff8143545e6d33674dd6ca1,3680
lcc422s113,f4e6568daff8143545e6d33674dd6ca1,323
kbg422s531,c4dd6f3a2df6fb4992b90a6a43d609a6,346
kbt422s112,c4dd6f3a2df6fb4992b90a6a43d609a6,1346
kbw422s141,c4dd6f3a2df6fb4992b90a6a43d609a6,178
lcm422s112,c4dd6f3a2df6fb4992b90a6a43d609a6,925
kbt422s121,982373cc2d5ffc1297dbee00ab1861b4,2507
lcs422s541,982373cc2d5ffc1297dbee00ab1861b4,1861
kbh922s342,773e099ab6edac4d678bdf2ba643bb65,874
lcc422s121,773e099ab6edac4d678bdf2ba643bb65,244
lce422s321,773e099ab6edac4d678bdf2ba643bb65,1957
lcm422s113,773e099ab6edac4d678bdf2ba643bb65,879
lcs422s531,773e099ab6edac4d678bdf2ba643bb65,349
kbh422s112,5169493e1f4888aa76f9007e7cf3aba8,4274
lcc422s312,4213ed7a6752aab29951a3daf3623668,2027
lce422s521,4213ed7a6752aab29951a3daf3623668,2228
kbg922s322,5a6c8915c1851ac9b43e33686323f662,3983
kbg922s331,5a6c8915c1851ac9b43e33686323f662,265
kbg922s331,2d6f016c70103deba4c20afc9828b463,797
kbh922s322,2d6f016c70103deba4c20afc9828b463,672
kbw922s342,2d6f016c70103deba4c20afc9828b463,518
lcc422s111,2d6f016c70103deba4c20afc9828b463,1375
lcc422s131,2d6f016c70103deba4c20afc9828b463,116
lce422s513,2d6f016c70103deba4c20afc9828b463,153
lcs422s531,2d6f016c70103deba4c20afc9828b463,497
kbh422s331,b70859451d09ab64818c90e067bd29b7,3562
kbt422s321,b70859451d09ab64818c90e067bd29b7,486
kbj422s521,c781c45a1c66901ea8eb65e82703278b,4045
kbh922s331,e36e80e0437eb4c57fdf6f165aca974d,4043
lcs422s311,d6170b67db68dadc95a89fd7f0ea413e,3999
lce422s341,646c61f4055d43a1a17b2d526811a903,3970
kbt422s141,76f2d23fde0670219d5028b42847407a,3952
lce422s512,a086b0a87548742c65bb333a3d94c7f9,3921
kbj922s341,efa4d3480733e0ae4bc550d78f33bc21,184
kbw422s112,efa4d3480733e0ae4bc550d78f33bc21,3032
lcm422s131,efa4d3480733e0ae4bc550d78f33bc21,701
kbt922s312,9563941ce4db4b5a15c57819f4945451,3047
kbt922s321,9563941ce4db4b5a15c57819f4945451,784
kbg422s121,6bcd4d8947677e8d58b06d3ee284ab0f,3824
lce422s311,cee1f5813f7fe14cb96aadb59833b438,2279
lce422s341,cee1f5813f7fe14cb96aadb59833b438,546
kbh922s312,656d6df403b56aeb315951e29a974423,3792
kbg922s312,b7fb7ac419e8f0dd6bf0f17e3237b943,143
kbj922s342,b7fb7ac419e8f0dd6bf0f17e3237b943,1519
kbw922s332,b7fb7ac419e8f0dd6bf0f17e3237b943,2103
kbg922s312,7ba306668d5c2a5c4d180b989bd28eee,242
kbh922s342,7ba306668d5c2a5c4d180b989bd28eee,2007
lcm422s341,7ba306668d5c2a5c4d180b989bd28eee,461
kbw922s321,7864b6319fa47505adb59d71ba3c8f46,849
lcs422s111,7864b6319fa47505adb59d71ba3c8f46,2883
kbw422s312,c669304317bdf9c2fe6091f9e9f691f2,508
kbw922s342,c669304317bdf9c2fe6091f9e9f691f2,3203
lcc422s312,f89b5c8905e2a48f11a273af129da6df,1523
lce422s521,f89b5c8905e2a48f11a273af129da6df,2157
kbw422s113,e2797c771104a9c1cec9be472418541e,3629
kbw922pcs121,70dc03a3ae6d971f4f82d6333908e2a5,3614
kbj922s342,36635c37c602e6734d9057816283e962,3599
kbj922s342,8c7c908d7f5868d22e01df2958d5f1b7,2222
lcc422s341,8c7c908d7f5868d22e01df2958d5f1b7,1366
kbj411s1NC,7203f738d08681789d29dfdecaa32100,1117
kbw422s113,7203f738d08681789d29dfdecaa32100,1704
lcm422s141,7203f738d08681789d29dfdecaa32100,680
kbw922s332,f9f4a06440cac372e2f74b55cc8ab0a6,1477
lcs422s341,f9f4a06440cac372e2f74b55cc8ab0a6,1461
lcs422s311,1c536914680204680179f2a6259fe750,3436
kbt422s1NC,b2acfb778f3b43ae43ae0ed0474e390f,3420
kbt422s513,9af783a71b6762b4a334bdc2e469a8d2,3414
lcs422s311,b61bd708753c37c70619ca67d28c4ba2,3399
kbb922pmts121,8ef89acd01912a5f132e0bf08c1c221c,567
kbg922s331,8ef89acd01912a5f132e0bf08c1c221c,2596
lcm422s341,8ef89acd01912a5f132e0bf08c1c221c,235
lcc422s112,53f066b012030f00de605e68d1b6c1fa,3395
lcm422s541,fc5c8a116cf0cffb7e55de4f48aa5a8f,3361
lcc422s511,b319f7feebd64d50a61df3cf02378c40,522
lcm422s513,b319f7feebd64d50a61df3cf02378c40,237
kbh922s311,ea99099de4cf18efba9675d91e816b1e,3321
kbg922s331,5dd35ec224a8dcc66621bb3e4c4ce138,416
kbh922s331,5dd35ec224a8dcc66621bb3e4c4ce138,215
kbw922pcs111,5dd35ec224a8dcc66621bb3e4c4ce138,1072
lcc422s111,5dd35ec224a8dcc66621bb3e4c4ce138,1584
lcc422s121,c7c90c74d7c28a8b735502e5b80423d8,369
lce422s321,c7c90c74d7c28a8b735502e5b80423d8,2915
kbg922s311,37f4290f0d095cdceeb47317acab54a6,477
kbw922s342,37f4290f0d095cdceeb47317acab54a6,2774
kbg922s312,d5718cdff16821411069cc8fc506e687,554
kbj922s312,d5718cdff16821411069cc8fc506e687,1376
kbw922s342,8afa9bef6318c59cdaf263b9f795861c,3212
kbw922pms121,c658424fda6b9f83799ee88e06d27ae7,242
kbw922s332,c658424fda6b9f83799ee88e06d27ae7,718
lcs422s312,c658424fda6b9f83799ee88e06d27ae7,2245
lce422s512,8178b1c0102ac0a7deea1a5e46ccdfaa,3198
lcc422s312,1794efd69f6c6fdcb1eca509490ea35f,1538
lce422s521,1794efd69f6c6fdcb1eca509490ea35f,1656
kbt922s312,6d1a724ee12856d95d318b7745b972c2,537
lcc422s341,6d1a724ee12856d95d318b7745b972c2,2654
kbw922s332,ae5db149e315fec7b53d162f44e80567,3186
kbh922s341,038ad75367730f74a1b0c307b456e1e5,1592
lcs422s131,ec43cb81b7349c0ea43407e8eca0daff,3128
lcs422s112,f5e16134a36dc8bc66b3cb5d271d8c9c,3105
kbw422s331,4fea60a5b00f03a8cac5a67a73e6cf43,3058
kbj922s311,dff5615c432a5996a612d5cbd7c18cf0,1200
kbt922s311,dff5615c432a5996a612d5cbd7c18cf0,464
lcm422s313,dff5615c432a5996a612d5cbd7c18cf0,1387
kbt422s112,ed95f855883594bf936b3de80a46acee,2128
kbt422s121,ed95f855883594bf936b3de80a46acee,898
lcc422s511,7311a931138aaccdacfe95ad1e9ce95a,3020
kbb922pnts112,c33df03442b2b7d160e3b274d5570da3,2194
kbt922s342,8d7369a0e2a42f6485ecaea7809507a1,3003
lcs422s113,3e666f3bb3c2f6b12d9ffaa794580531,1006
lcs422s312,3e666f3bb3c2f6b12d9ffaa794580531,1990
lcs422s311,2dc8a24a697bccb33b194af35430143f,2933
lcs422s313,022c25b4133811d62ce7c11a045ea185,2913
kbt422s121,7d4283535b9575ddf7db0764f6711739,2812
lcc422s312,c54d100e74029c0767cc269065699b73,1300
lce422s521,c54d100e74029c0767cc269065699b73,1512
kbj922s332,522d69dd8a3dc5de07c8a2fd47e8b547,419
kbw922s312,522d69dd8a3dc5de07c8a2fd47e8b547,2389
kbh422s113,e85fee1c4fea4c1917c69e1a4296eb6a,2773
kbw422s331,a569f1a0072f38717a642dfa040fc210,2766
kbj422s512,ddedb66de5cc2e6922b848d06f0736c7,2745
kbg922s312,da5cd41cfbb64d790a6d37d6f92c049a,615
lcc422s512,da5cd41cfbb64d790a6d37d6f92c049a,1859
lcs422s331,da5cd41cfbb64d790a6d37d6f92c049a,269
lcc422s111,cf0c2a167587edc1e67c9c014a700e06,2730
lcs422s521,91df699077faceafbc72a35c90dfaeea,2712
kbb922pnts111,ff3fc6e4b86ba467698dbd341e8452dd,2706
lcm422s521,904a3b7f082fd8ae546ec48037644ebd,2697
kbw422s331,0529e63ee97079a6249d5dddbf467821,2693
kbw922s332,56487f9aa02d36ea63338500d0848f4b,2691
lcc422s313,e4ffeb5881dd39de1eef28b2bc1822dc,2681
kbg922s321,dfb4231bee1acfc8e248419a452c9c78,117
kbt922s331,dfb4231bee1acfc8e248419a452c9c78,2558
kbw922s342,6fa659ba939fbcdac9f0ef1aed2c58e1,2659
lcs422s111,6fcc52b32c93472f9e54e475a273a462,2610
kbh422s331,9f8c0d2615f76b3ba41c025e8aab2dde,909
kbw422s331,9f8c0d2615f76b3ba41c025e8aab2dde,631
lcs422s531,9f8c0d2615f76b3ba41c025e8aab2dde,1054
kbh422s311,de977d9c7ecb0c68dce0f3b4458868b2,455
kbh422s312,de977d9c7ecb0c68dce0f3b4458868b2,361
kbh422s313,de977d9c7ecb0c68dce0f3b4458868b2,407
kbh422s321,de977d9c7ecb0c68dce0f3b4458868b2,236
kbh422s331,de977d9c7ecb0c68dce0f3b4458868b2,561
kbw422s312,de977d9c7ecb0c68dce0f3b4458868b2,330
kbw422s331,de977d9c7ecb0c68dce0f3b4458868b2,188
kbw922s342,3124502ad3790279a3028ee3c246d0c3,2536
kbw922s342,5681d5ea1d82af8d1b8f24fe5c9f9a3b,2536
kbj422s512,b2953b1d61960ab976221ea789aec275,2517
kbt922s311,5271a32223559a022e48a72b4703c608,2509
kbb922pgbs112,a2014500cdc063b19ce183826220d5c2,533
kbb922pmbs112,a2014500cdc063b19ce183826220d5c2,348
kbg922s311,a2014500cdc063b19ce183826220d5c2,506
kbg922s312,a2014500cdc063b19ce183826220d5c2,359
kbw922s312,a2014500cdc063b19ce183826220d5c2,759
lcc422s131,4fe76a8046793e04f20e85eec244ec88,2502
kbg922s312,ba838ea92e34b65b7da1c04ddc3e38d0,798
kbg922s331,ba838ea92e34b65b7da1c04ddc3e38d0,1703
kbw922s322,7059d1551b5623ecc4c90ee42d27e280,2477
kbj922s311,5bd4b5faed3e4272dd1ff3e15cdee3e4,1207
kbj922s342,5bd4b5faed3e4272dd1ff3e15cdee3e4,576
kbt922s311,5bd4b5faed3e4272dd1ff3e15cdee3e4,683
kbw922s332,bb1b8c6c943573c0c8ca195199904242,2466
kbb922pmbs122,e2994355895f866b7bbd55e130b024e4,2454
kbw922s332,3259a245fcc24c65d35b9b1819465aa7,865
lcs422s141,3259a245fcc24c65d35b9b1819465aa7,123
lcs422s541,3259a245fcc24c65d35b9b1819465aa7,1454
lcs422s321,bb59af7990cc9f1981e7b4e84416ed07,2437
lcc422s313,90508bd38a8883d6a484bd6f6b1d14c1,2435
kbg922s312,ff6e15203fc4d6e97d69db8459e91f45,139
lcc422s312,ff6e15203fc4d6e97d69db8459e91f45,298
lce422s521,ff6e15203fc4d6e97d69db8459e91f45,333
lcs422s113,ff6e15203fc4d6e97d69db8459e91f45,171
kbh922s311,c1e029b9fe077fcf9f34aa3364720274,392
lce422s311,c1e029b9fe077fcf9f34aa3364720274,1369
lcm422s331,c1e029b9fe077fcf9f34aa3364720274,177
lcm422s513,c1e029b9fe077fcf9f34aa3364720274,482
kbw422s113,8f50a45a4030a24fa601524f08012a81,2413
kbj922s311,972a64d72b310475e7f7d03fd88f16e6,802
kbj922s312,972a64d72b310475e7f7d03fd88f16e6,537
kbt922s311,972a64d72b310475e7f7d03fd88f16e6,384
lcm422s513,972a64d72b310475e7f7d03fd88f16e6,681
lcs422s313,f7919ef5af56275419f62a9f91327c96,2380
kbt422s1NC,0fb8b597155340bb3b98368633af3800,2376
lcc422s312,872b6a2004b1647f25c9b93645d2e96b,946
lce422s521,872b6a2004b1647f25c9b93645d2e96b,1428
kbw922s342,857bdfae0cff26a15114029dcbde272e,2367
kbw922s342,fdbd1ab4d5962df6ca298b39c4e62424,2305
kbw922s342,79678fbd9b0339a126cd24f3f728a7d2,2291
lcs422s112,b57d92a4b99689f8e673c0aeddba9837,2288
kbj922s311,8ef8da9e914e825ec1fe68d45295bafe,431
kbt922s311,8ef8da9e914e825ec1fe68d45295bafe,237
lce422s111,8ef8da9e914e825ec1fe68d45295bafe,1617
kbg922s312,f2ed68fb947a729861a7f002ee34c408,1325
lce422s312,f2ed68fb947a729861a7f002ee34c408,455
lcm422s341,f2ed68fb947a729861a7f002ee34c408,487
kbw922s342,7b27c9644dd7b3480854b9d8127620ed,2253
lce422s111,a07700aaf01bfc1dbebfca6a75f1a277,157
lcm422s512,a07700aaf01bfc1dbebfca6a75f1a277,177
kbg922s312,d3d46b7a20c4a32ffc2507746a0f9cf6,97
kbg922s331,d3d46b7a20c4a32ffc2507746a0f9cf6,485
kbj922s342,d3d46b7a20c4a32ffc2507746a0f9cf6,121
kbw922s312,d3d46b7a20c4a32ffc2507746a0f9cf6,65
kbw922s341,d3d46b7a20c4a32ffc2507746a0f9cf6,153
lce422s312,d3d46b7a20c4a32ffc2507746a0f9cf6,549
lcm422s341,d3d46b7a20c4a32ffc2507746a0f9cf6,206
lcs422s313,d3d46b7a20c4a32ffc2507746a0f9cf6,5
lcc422s311,2d6cf0993fefe33d194b175a21d5fd7c,2242
lcs422s521,ffa05e2d072f8748254d7093e11c6363,2230
lcm422s521,bb9476e7695c0eeb54a3950a4ae6b776,2226
lcc422s111,9b561cae28dd19d6ac2db5c31446bce9,2221
kbg422s511,23c432357614bdb7056fc561a7402805,195
kbg422s531,23c432357614bdb7056fc561a7402805,626
kbh922s322,23c432357614bdb7056fc561a7402805,154
kbt422s121,23c432357614bdb7056fc561a7402805,127
lce422s512,23c432357614bdb7056fc561a7402805,386
lcm422s542,23c432357614bdb7056fc561a7402805,725
lcc422s131,073c8d7fcd0022fb22f0ce723901aca7,2182
kbg422s121,6138078b7a85c835937b56b47a243d29,2164
lce422s513,f429231fc3bbf5c43b1bc7f7ec5af3e9,212
lcs422s531,f429231fc3bbf5c43b1bc7f7ec5af3e9,1938
lcm422s312,e6f886c69bcaa1272582355759759107,92
lcm422s313,e6f886c69bcaa1272582355759759107,2044
lcs422s111,2df02d4373b31365cd5fb2ac65a71227,951
lcs422s112,2df02d4373b31365cd5fb2ac65a71227,369
lcs422s113,2df02d4373b31365cd5fb2ac65a71227,813
kbw922s322,ffb8ff1956510400681218301c9fe9ab,2118
kbw422s131,371488dc6323d216552308fc5cd3037e,2115
lcc422s541,0bd19c640b7b2702c163bc45cf21c8a9,2076
lcc422s141,30c33494aac90aba578c108a7adac3ff,1324
lcc422s541,30c33494aac90aba578c108a7adac3ff,746
lce422s111,fa1af924914feb4329b99de5e49ae655,385
lcm422s111,fa1af924914feb4329b99de5e49ae655,44
lcm422s521,fa1af924914feb4329b99de5e49ae655,228
lcs422s341,fa1af924914feb4329b99de5e49ae655,1398
kbw922s332,4ff10dcda679c8251db22c5819edd443,2054
kbj922s342,09d04f0f1dbe1ceaffa12350cd00951b,2044
kbh922s312,7a868a5c3b0c8a0c0aae884615ffeb4d,278
kbj922s341,7a868a5c3b0c8a0c0aae884615ffeb4d,46
kbw922s321,7a868a5c3b0c8a0c0aae884615ffeb4d,1693
kbw422s141,75550709d2ecfb3084a908cd3171455e,290
lcm422s521,75550709d2ecfb3084a908cd3171455e,1154
lcs422s541,75550709d2ecfb3084a908cd3171455e,559
kbj411s1NC,4c655f8e416ed472ba59af00e4cabd60,2001
kbw922s332,737548af715d2e483db5809f7f6fdfaf,1999
kbj422s512,da6be522470b7978a76f20e3608055b4,173
kbw422s541,da6be522470b7978a76f20e3608055b4,330
lcc422s312,da6be522470b7978a76f20e3608055b4,648
lce422s521,da6be522470b7978a76f20e3608055b4,837
kbw922s322,5c7d0613ac3bab57cd27cad72564c81a,1953
kbh922s312,362bb945598d14716d3f88903a10bb35,1790
kbw922pns111,362bb945598d14716d3f88903a10bb35,150
kbw922s332,c0cef974c689619d18c6036a84bb1e25,1940
lcs422s531,a42b8c75aaaebb4da66cc10962c4413a,1920
kbw922s312,fdb4ed76ff5b068104e6fdfedb4faf5a,1904
lcs422s541,3660c3f286a2a85f21bec7c7902f6b37,1903
kbh422s312,e656beec056d7f6713800a71ab7417f4,413
kbh422s331,e656beec056d7f6713800a71ab7417f4,998
kbw422s331,e656beec056d7f6713800a71ab7417f4,476
lcm422s113,e656beec056d7f6713800a71ab7417f4,11
kbw922s332,33d3745484fd687496698e01e0cca0c9,1896
kbw922s322,6f7bedcce2137b73ff52ba581f384aa0,1890
lcs422s111,b6ce1d3f495db361de336d96e0d7237a,116
lcs422s131,b6ce1d3f495db361de336d96e0d7237a,1774
lcs422s111,6b4fac6130557134cc2c86dfba7c0247,1887
lcs422s521,1739c9c985c4df237f82218d0842d3ec,1877
kbh422s1NC,00a953c88cfe40bfed62f5b17bcad5ac,185
lcm422s521,00a953c88cfe40bfed62f5b17bcad5ac,1668
kbw922s342,ef9f5318ce024ad982bcf261e09ee931,1851
kbj922s311,ff084ed838e238c8d1890d0161376490,1215
kbt922s311,ff084ed838e238c8d1890d0161376490,635
kbw422s131,7ad77c8ba635c415f1571261da780051,1271
kbw922s332,7ad77c8ba635c415f1571261da780051,368
lcs422s321,7ad77c8ba635c415f1571261da780051,206
kbw922s332,03ac0c4cc9f92f1736e3e7b0cf176268,1843
kbg922s321,ed7672a105a59845b755ace50d2c9842,1842
kbh422s111,0b3513447b745ac33ebc11383cfdd79e,1833
kbw422s131,6637886463ecb548b8414604c1e0b9ad,1832
kbw922pns111,bc69d331c7e6e24dd3703bcac9c766d0,1820
kbw922s332,8a9b4990c7defb14cc55b160c69571d2,1809
kbw922s322,2bbb02ce75dd3f055b8486dc62344228,1800
kbb922pnts112,8604d48167bba60ce6a648524bd1d7dd,1111
kbg922s311,8604d48167bba60ce6a648524bd1d7dd,683
kbj922s342,2b9c1ef7bbbc61f99e407eb917d7c4d0,461
lce422s131,2b9c1ef7bbbc61f99e407eb917d7c4d0,1321
